U53,Chien Hung Kao,藝術穿堂,True,False,False,False,False,False,False,False
uid,name,location,togo,notification hot checkin,news hot checkin,notification hot spot,news hot spot,viewed checkin,liked,saved
U12,陳小毛,3D意象彩繪階梯,True,False,False,False,False,False,False,False
U12,陳小毛,三協成博物館,True,False,False,False,False,False,False,False
U12,陳小毛,淡水文化園區-殼牌倉庫,True,False,False,False,False,False,False,False
U12,陳小毛,淡水榕樹道,True,False,False,False,False,False,False,False
U12,陳小毛,源味本舖現烤蛋糕,True,False,False,False,False,False,False,False
U69,Bella,英專夜市,True,False,False,False,False,False,False,False
U69,Bella,重建街戀愛巷,True,False,False,False,False,False,False,False
U69,Bella,馬偕上岸處,True,False,False,False,False,False,False,False
U69,Bella,馬偕故居(馬偕紀念館),True,False,False,False,False,False,False,False
U04,軒,淡水文化園區-殼牌倉庫,True,False,False,False,False,False,False,False
U04,軒,淡水老街,True,False,False,False,False,False,False,False
U04,軒,淡水渡船頭,True,False,False,False,False,False,False,False
U76,佑瑜,3D意象彩繪階梯,True,False,False,False,False,False,False,False
U76,佑瑜,三協成博物館,True,False,False,False,False,False,False,False
U76,佑瑜,金色水岸自行車道,True,False,False,False,False,False,False,False
U76,佑瑜,阿婆鐵蛋,True,False,False,False,False,False,False,False
U76,佑瑜,重建街戀愛巷,True,False,False,False,False,False,False,False
U76,佑瑜,海關碼頭,True,False,False,False,False,False,False,False
U76,佑瑜,淡水老街,True,False,False,False,False,False,False,False
U76,佑瑜,淡水榕樹道,True,False,False,False,False,False,False,False
U68,Shawn,小白宮,True,False,False,False,False,False,False,False
U68,Shawn,姑娘樓,True,False,False,False,False,False,False,False
U68,Shawn,牧師樓,True,False,False,False,False,False,False,False
U68,Shawn,馬偕故居(馬偕紀念館),True,False,False,False,False,False,False,False
U02,k,文化阿給,True,False,False,False,False,False,False,False
U02,k,英專夜市,True,False,False,False,False,False,False,False
U02,k,真理大學,True,False,False,False,False,False,False,False
U02,k,馬偕租屋處,True,False,False,False,False,False,False,False
U02,k,淡水老街,True,False,False,False,False,False,False,False
U02,k,滬尾偕醫館,True,False,False,False,False,False,False,False
U40,U40,老牌阿給,True,False,False,False,False,False,False,False
U40,U40,阿婆鐵蛋,True,False,False,False,False,False,False,False
U40,U40,英專夜市,True,False,False,False,False,False,False,False
U40,U40,淡水老街,True,False,False,False,False,False,False,False
